customer_id,customer_name,email,registration_date,customer_type
CUST0075,Aaron Singleton,baileybrown@example.net,2025-12-23,PREMIUM
CUST0076,Brian Diaz,walterjohnathan@example.net,2024-09-18,REGULAR
CUST0077,Norma Smith,joneserica@example.org,2024-08-01,REGULAR
CUST0078,Michelle Drake,gpearson@example.org,2024-11-27,PREMIUM
CUST0079,James Sanchez,acarter@example.net,2025-02-11,PREMIUM
CUST0080,Alexis Vasquez,nicolestewart@example.net,2023-12-29,PREMIUM
CUST0081,Robert Bruce,mpayne@example.org,2022-03-28,REGULAR
CUST0082,Kelly Hughes,bowmannathan@example.com,2023-07-01,REGULAR
CUST0083,Scott Dean,joseph11@example.com,2023-04-16,PREMIUM
CUST0084,Patricia Murray,michelle19@example.com,2025-02-16,PREMIUM
CUST0085,David Taylor,molly67@example.org,2023-08-19,REGULAR
CUST0086,April Flowers,kathleenkirby@example.net,2024-01-22,REGULAR
CUST0087,Mr. Eric Harris,alisha75@example.com,2024-04-20,PREMIUM
CUST0088,Sheila Turner,scottdavis@example.net,2023-06-22,REGULAR
CUST0089,Donald Petty,nhiggins@example.net,2025-06-09,PREMIUM
CUST0090,Paige Moore,warevalerie@example.org,2022-09-05,PREMIUM
CUST0091,Amanda Lowe,jonescynthia@example.com,2024-10-26,REGULAR
CUST0092,Tamara Barker,carsondoris@example.com,2022-02-26,REGULAR
CUST0093,Jesse Hill,hector96@example.org,2024-03-25,REGULAR
CUST0094,Jeffrey Park,johndunn@example.org,2024-05-18,REGULAR
CUST0095,Michelle Merritt,hunterjuarez@example.org,2025-10-14,REGULAR
CUST0096,Julian Gibbs,jeanette92@example.net,2022-05-14,PREMIUM
CUST0097,Dan Murray,lstokes@example.net,2024-11-10,REGULAR
CUST0098,Sierra Drake,nwebster@example.net,2025-10-19,REGULAR
CUST0099,Brian Griffin,byrdryan@example.org,2025-11-09,REGULAR
CUST0100,Patricia Fitzgerald,mcgeealexis@example.org,2024-06-18,PREMIUM
CUST0101,Seth May,coopermelissa@example.net,2023-04-19,REGULAR
CUST0102,Carl Cooper,brianconrad@example.net,2024-12-18,PREMIUM
CUST0103,Christopher Oconnell,manuel05@example.net,2024-05-18,PREMIUM
CUST0104,Steven Ramirez,bryantmariah@example.net,2022-01-31,VIP
CUST0105,David Moss,vstone@example.net,2023-05-21,PREMIUM
CUST0106,Pamela Hale,hansonlinda@example.com,2024-02-20,REGULAR
CUST0107,Mary Martin,blakemichael@example.org,2023-02-09,REGULAR
CUST0108,Dr. Amy Johnson,michaelrodriguez@example.org,2023-11-18,PREMIUM
CUST0109,Adrienne Cruz,kelli35@example.net,2024-09-14,PREMIUM
CUST0110,Anne Davis,joseph11@example.net,2024-11-21,REGULAR
CUST0111,Patricia Espinoza,jeffrey15@example.net,2023-03-28,REGULAR
CUST0112,Katrina Friedman,bennettgloria@example.net,2024-11-26,REGULAR
CUST0113,Matthew Watkins,smithjohn@example.net,2024-01-22,REGULAR
CUST0114,Wesley Smith,proberson@example.com,2022-04-08,PREMIUM
CUST0115,Vanessa Mason,icervantes@example.com,2023-09-16,PREMIUM
CUST0116,Jason Wong,ktran@example.net,2022-10-02,REGULAR
CUST0117,Jeff Martinez,gallagherkelly@example.net,2024-01-16,REGULAR
CUST0118,Angela Anderson,qwagner@example.org,2022-05-31,REGULAR
CUST0119,Nancy Fernandez,daniellopez@example.org,2023-01-04,PREMIUM
CUST0120,Angel Wilson,egiles@example.com,2022-09-27,REGULAR
CUST0121,Michael Cole,gonzalezjeffrey@example.net,2024-06-12,VIP
CUST0122,Dawn Campbell,dennis60@example.net,2022-12-26,REGULAR
CUST0123,Diana Edwards,asmith@example.org,2024-01-25,PREMIUM
CUST0124,Kimberly Clark,ynguyen@example.com,2023-01-07,REGULAR
CUST0125,David Benton,jonesrichard@example.org,2023-01-03,REGULAR
CUST0126,Rita Garcia,friedmanmark@example.com,2022-08-21,REGULAR
CUST0127,Krista James,pbates@example.net,2024-09-19,REGULAR
CUST0128,Calvin Brown,jeffreyjuarez@example.com,2024-12-08,REGULAR
CUST0129,Jason Tucker MD,paul87@example.org,2024-01-09,VIP
CUST0130,Catherine Adams,qwilliams@example.net,2023-02-11,REGULAR
CUST0131,Jessica Anderson,lopezjennifer@example.org,2025-02-25,REGULAR
CUST0132,Mr. Jeremy Lang,james34@example.com,2024-04-07,PREMIUM
CUST0133,Christopher Parker,mcallahan@example.net,2024-12-14,REGULAR
CUST0134,Kayla Wilkins,hfoster@example.net,2025-06-30,PREMIUM
CUST0135,Antonio Sanders,stephanie40@example.com,2022-12-21,REGULAR
CUST0136,Christopher Mason,murphyconnie@example.net,2023-07-06,REGULAR
CUST0137,Ricardo Miller,mhayes@example.net,2025-02-03,PREMIUM
CUST0138,Kathleen Sawyer,gclark@example.net,2025-12-27,REGULAR
CUST0139,Jesus Steele,josephjohnson@example.org,2022-09-29,REGULAR
CUST0140,Daniel Green,qroy@example.net,2025-04-15,REGULAR
CUST0141,Alejandro Lowery,anthony78@example.org,2025-01-19,PREMIUM
CUST0142,April Maldonado,kmack@example.com,2022-02-06,REGULAR
CUST0143,Steven Powell,gregorypark@example.net,2022-01-09,REGULAR
CUST0144,Linda Tate,josephgarcia@example.net,2025-05-07,PREMIUM
CUST0145,Eric Baker,richardfischer@example.net,2023-03-16,PREMIUM
CUST0146,Jessica Barron,jeffersonangela@example.org,2025-05-15,VIP
CUST0147,Angela Swanson,lucassharon@example.net,2024-05-21,REGULAR
CUST0148,Phyllis Mccann,kyliejohnson@example.org,2024-11-14,REGULAR
CUST0149,Anthony Harris,susan11@example.org,2023-03-04,REGULAR
CUST0150,Martin Ware,oramirez@example.net,2023-10-09,REGULAR
CUST0151,Victor Johnson,jessica93@example.net,2022-05-31,PREMIUM
CUST0152,Samantha Lopez,joshua31@example.com,2025-11-02,PREMIUM
CUST0153,Martin Nelson,barbara62@example.org,2022-07-29,REGULAR
CUST0154,Chelsea Hall,craigevelyn@example.com,2025-03-15,REGULAR
CUST0155,Derek Young,hawkinstheresa@example.org,2024-04-30,PREMIUM
CUST0156,Elizabeth Pena,gjones@example.net,2025-11-07,PREMIUM
CUST0157,Emily Daugherty,blake42@example.net,2024-12-24,PREMIUM
CUST0158,Daniel Martin,steve72@example.org,2022-07-05,REGULAR
CUST0159,Bobby Arroyo,lisanichols@example.org,2022-01-15,REGULAR
CUST0160,Julie Boone,drakerobert@example.com,2024-11-25,REGULAR
CUST0161,Allison Reese,raymondlarsen@example.net,2023-10-12,REGULAR
CUST0162,Stephanie Schaefer,jason12@example.net,2025-12-30,PREMIUM
CUST0163,Christian Koch,ymanning@example.com,2022-09-25,REGULAR
CUST0164,Martha Stone,nathaniel08@example.net,2024-12-12,REGULAR
CUST0165,Kenneth Pena,jbaldwin@example.org,2023-04-01,PREMIUM
CUST0166,David Thompson,ihansen@example.org,2023-07-18,REGULAR
CUST0167,Michael Powell,edwardserica@example.org,2024-09-24,REGULAR
CUST0168,Angela Barnes,deborah84@example.com,2024-12-10,PREMIUM
CUST0169,Sarah Sosa,jenniferhall@example.net,2023-11-10,REGULAR
CUST0170,Timothy Everett,stewarttaylor@example.net,2022-09-27,REGULAR
CUST0171,Scott Morgan,hoodricky@example.net,2024-05-26,PREMIUM
CUST0172,Jeffrey Jackson,joneslaura@example.net,2024-10-14,PREMIUM
CUST0173,Anthony Parker,keithfleming@example.com,2023-01-19,REGULAR
CUST0174,Robert Guerrero,fryeaustin@example.org,2022-10-06,REGULAR
CUST0175,Olivia Rollins,stacyburke@example.com,2022-04-25,PREMIUM
CUST0176,Paul Jones,weeksdustin@example.net,2025-05-10,REGULAR
CUST0177,Rachel Chavez,mcconnellroy@example.com,2024-10-11,REGULAR
CUST0178,Peter Rivera,james34@example.net,2025-04-22,REGULAR
CUST0179,Thomas Jones,aaronpalmer@example.com,2024-02-27,REGULAR
CUST0180,Ricardo Evans,jessica97@example.net,2023-04-15,PREMIUM
CUST0181,Brandi Hughes,andersonryan@example.net,2023-07-19,REGULAR
CUST0182,Ms. Sheryl Bonilla,moorebrian@example.net,2023-07-22,REGULAR
CUST0183,Tracy Hill,khall@example.org,2023-09-10,REGULAR
CUST0184,Christina Walters,harryspence@example.net,2024-09-23,PREMIUM
CUST0185,Richard Martinez,craigclark@example.com,2024-02-07,PREMIUM
CUST0186,Angela Hunt,david53@example.org,2025-09-02,REGULAR
CUST0187,Nicholas Campbell,john75@example.org,2023-10-17,PREMIUM
CUST0188,Laura Miller,ibeltran@example.org,2023-09-12,PREMIUM
CUST0189,Christopher Boyd,shanegarcia@example.net,2024-01-05,REGULAR
CUST0190,Jeremy Hardin,kaitlin49@example.org,2025-06-18,PREMIUM
CUST0191,Scott Newton,thompsonanna@example.com,2025-05-02,REGULAR
CUST0192,Eric Jones DDS,wrightandrew@example.com,2024-08-14,REGULAR
CUST0193,Kimberly Stanton,ujackson@example.org,2022-02-05,PREMIUM
CUST0194,Dr. Laura Rogers,rubenoneill@example.org,2022-08-13,REGULAR
CUST0195,Kelly Bush,alexandrawolfe@example.com,2025-07-27,REGULAR
CUST0196,Anthony Cabrera,annettethompson@example.net,2022-10-16,PREMIUM
CUST0197,Sarah Parks,vanessa58@example.net,2023-06-26,REGULAR
CUST0198,Diana Craig,oanderson@example.org,2022-03-29,REGULAR
CUST0199,Connor Elliott,qcooper@example.org,2023-07-02,REGULAR
CUST0200,Karen Miller,raymond68@example.com,2022-07-23,REGULAR
CUST0201,Alicia Sullivan,hallluke@example.org,2024-04-11,REGULAR
CUST0202,Michael Rosario,lrobertson@example.com,2022-02-15,REGULAR
CUST0203,Jose Padilla,vanessa93@example.net,2022-02-08,REGULAR
CUST0204,Priscilla Hogan,sanchezaaron@example.com,2024-06-12,VIP
CUST0205,Christine Wood,abigail16@example.org,2024-01-15,REGULAR
CUST0206,Craig Fuller,hallallen@example.org,2024-06-22,REGULAR
CUST0207,Timothy Andersen,jose84@example.com,2022-07-02,REGULAR
CUST0208,Ricky Romero,michaelgordon@example.com,2025-08-27,REGULAR
CUST0209,April Bailey,michael82@example.org,2025-04-19,PREMIUM
CUST0210,Karen Chavez,hancocksophia@example.net,2024-10-03,REGULAR
CUST0211,Nicole Nguyen,derrickroberts@example.org,2024-05-15,REGULAR
CUST0212,Donna Montgomery,michael74@example.com,2022-01-26,REGULAR
CUST0213,James Johnson,jhoover@example.org,2023-06-24,REGULAR
CUST0214,Barbara Buchanan,kyle45@example.net,2024-03-28,PREMIUM
CUST0215,Amanda Anderson,ajensen@example.net,2024-04-04,REGULAR
CUST0216,Karen Nguyen,nhoover@example.com,2023-08-29,REGULAR
CUST0217,Ryan Larson,javierjimenez@example.com,2024-04-24,REGULAR
CUST0218,Julie Lee,annalewis@example.net,2025-05-15,REGULAR
CUST0219,Jackie Silva,samanthawang@example.net,2025-04-26,REGULAR
CUST0220,Brenda Beck,millerjason@example.org,2025-12-28,REGULAR
CUST0221,Jeremy Reid,douglas96@example.com,2022-08-25,REGULAR
CUST0222,Erica Hayden,qmeyer@example.com,2025-12-24,REGULAR
CUST0223,Donald Reyes,justin91@example.com,2023-07-15,REGULAR
CUST0224,Raymond Butler,goldensarah@example.com,2023-08-28,REGULAR
CUST0225,Matthew Long,landerson@example.com,2025-04-19,PREMIUM
CUST0226,John Skinner,matthewwalker@example.org,2023-04-17,REGULAR
CUST0227,Jose Anderson,emilyreese@example.org,2023-06-16,REGULAR
CUST0228,John Richards,pamela23@example.com,2023-11-17,REGULAR
CUST0229,Ryan Smith,carriekennedy@example.org,2025-07-23,REGULAR
CUST0230,Sabrina Cox,alice61@example.com,2025-10-14,REGULAR
CUST0231,Steven Wells,wbryan@example.com,2024-02-01,REGULAR
CUST0232,Robert Barber,joneskatherine@example.net,2024-05-29,REGULAR
CUST0233,Michael Hoover,brownpaul@example.org,2025-10-24,REGULAR
CUST0234,Natalie Harris,cannonjesus@example.com,2023-03-11,REGULAR
CUST0235,Derek Burns,zlittle@example.org,2025-05-27,PREMIUM
CUST0236,Allison Garcia,kayla17@example.com,2023-11-06,REGULAR
CUST0237,Terri Carroll,kathleenpage@example.com,2025-12-13,REGULAR
CUST0238,Timothy Whitehead,zfigueroa@example.org,2023-08-31,REGULAR
CUST0239,Jessica Carter,gabriellegeorge@example.net,2022-07-24,PREMIUM
CUST0240,Taylor Jones,kendraarroyo@example.com,2024-10-04,VIP
CUST0241,Kevin Chen,dylanpham@example.com,2024-07-03,REGULAR
CUST0242,Madison Jackson,williamhernandez@example.net,2022-10-10,PREMIUM
CUST0243,Nancy Mckee,steven31@example.net,2022-07-03,REGULAR
CUST0244,Stephen Jacobs,dunlapalicia@example.com,2024-01-28,REGULAR
CUST0245,Alvin Mahoney,cynthia82@example.com,2025-12-13,PREMIUM
CUST0246,Sara Martinez,staceylyons@example.org,2025-06-05,PREMIUM
CUST0247,Michael Barnes,ana29@example.com,2024-01-02,REGULAR
CUST0248,Adam Daniels,careysharon@example.org,2022-03-15,REGULAR
CUST0249,Norman Wood DDS,andersonpriscilla@example.org,2024-06-06,REGULAR
CUST0250,Ian Lee,hendersonkyle@example.com,2024-10-13,PREMIUM
CUST0251,Katherine Maddox,amy47@example.net,2022-11-20,REGULAR
CUST0252,Richard King,crystal22@example.com,2024-08-06,REGULAR
CUST0253,Julie Becker,qcasey@example.com,2024-02-15,REGULAR
CUST0254,Angela Cole,reynoldssteven@example.org,2022-04-27,REGULAR
CUST0255,Rebecca Dyer,fchapman@example.com,2022-04-21,PREMIUM
CUST0256,Julie Jackson DDS,lmiller@example.com,2025-12-19,REGULAR
CUST0257,Tracy Morgan,natashataylor@example.net,2024-06-05,REGULAR
CUST0258,Victoria Vasquez,obriencristina@example.com,2022-12-15,REGULAR
CUST0259,Eric Ellis,ndyer@example.com,2023-04-21,REGULAR
CUST0260,Douglas Wallace,lauren25@example.org,2022-09-23,REGULAR
CUST0261,Stuart Romero,tamaragarcia@example.org,2025-10-11,REGULAR
CUST0262,Thomas Lewis,tylermichael@example.net,2025-05-13,REGULAR
CUST0263,Scott Day,wgonzalez@example.com,2025-07-06,REGULAR
CUST0264,Timothy Jones,jsandoval@example.net,2023-05-13,PREMIUM
CUST0265,Mark Reeves,nsmith@example.org,2024-10-16,REGULAR
CUST0266,Steve Ward,nancy55@example.com,2022-05-06,PREMIUM
CUST0267,Laura Jacobs,bcarter@example.net,2024-04-02,REGULAR
CUST0268,David Cruz,pwilliamson@example.net,2025-07-28,REGULAR
CUST0269,Joseph Hunter,nicole98@example.com,2022-09-24,PREMIUM
CUST0270,Kevin Sloan,william17@example.com,2022-07-19,REGULAR
CUST0271,Glenda Roberts,jesse60@example.com,2024-11-06,REGULAR
CUST0272,Christopher Lester,john58@example.org,2023-01-12,REGULAR
CUST0273,Dustin Chen,hahnrachel@example.net,2025-05-18,REGULAR
CUST0274,Mrs. Danielle Green,hdean@example.org,2023-01-02,REGULAR
CUST0275,Melissa Jones,jonesmichelle@example.org,2024-01-10,REGULAR
CUST0276,Dustin Tanner,serranogeorge@example.org,2024-12-29,REGULAR
CUST0277,Kenneth Pratt,ghorne@example.com,2023-12-30,REGULAR
CUST0278,Carol Kirby,suarezbrent@example.org,2025-05-14,REGULAR
CUST0279,Sarah Morgan,kbryant@example.org,2024-09-08,REGULAR
CUST0280,Margaret Brown,brookssteven@example.org,2022-09-02,PREMIUM
CUST0281,Maria Peterson,josephcox@example.org,2022-04-24,REGULAR
CUST0282,Alexandra Sweeney,austinstephanie@example.org,2025-04-09,REGULAR
CUST0283,Rachel Barnes,lucerorebecca@example.com,2024-08-01,REGULAR
CUST0284,Justin Smith,tricia52@example.com,2023-05-21,REGULAR
CUST0285,Robert Riley,wallen@example.net,2024-02-19,REGULAR
CUST0286,Gregory Rowe,vickiebarton@example.net,2023-11-29,PREMIUM
CUST0287,Marvin Reeves,wmoore@example.net,2023-07-20,REGULAR
CUST0288,Elijah Hernandez,fernandezjacqueline@example.org,2023-07-15,REGULAR
CUST0289,Andrew Sanders,christopherlopez@example.net,2024-08-13,REGULAR
CUST0290,Krystal Mathis,daltoneric@example.net,2023-04-13,REGULAR
CUST0291,Kara Spencer,elizabethklein@example.com,2025-01-23,PREMIUM
CUST0292,Ryan Banks,mahoneystephen@example.com,2024-09-29,REGULAR
CUST0293,Juan Jacobs,cunninghamamanda@example.com,2025-07-15,PREMIUM
CUST0294,Jasmine Whitaker,nicolefaulkner@example.com,2022-10-14,REGULAR
CUST0295,Adam Hurley,laureningram@example.org,2025-11-08,REGULAR
CUST0296,Stacey Rivera,lydialee@example.org,2024-05-31,REGULAR
CUST0297,Craig Kim,jacob02@example.org,2024-01-20,REGULAR
CUST0298,Dawn Johnson,jacobspenny@example.com,2025-07-20,PREMIUM
CUST0299,Mrs. Kimberly Baldwin PhD,robertstony@example.org,2024-08-29,PREMIUM
CUST0300,Jerry Davis,margaret97@example.com,2022-07-04,PREMIUM
CUST0301,Jennifer Jackson,howard94@example.net,2022-11-28,REGULAR
CUST0302,Sandra Simon,matthew31@example.net,2024-04-24,REGULAR
CUST0303,Raven Orozco,qchung@example.org,2025-10-27,REGULAR
CUST0304,Yolanda Meyer,hallmark@example.com,2022-01-05,REGULAR
CUST0305,Erica Ford,friedmanallison@example.com,2022-03-30,REGULAR
CUST0306,Nicole Beard,priceamy@example.org,2025-07-07,REGULAR
CUST0307,Matthew Cannon,rachael27@example.net,2025-12-20,REGULAR
CUST0308,Mr. Ryan Lewis,dgeorge@example.net,2023-05-08,REGULAR
CUST0309,Stephen Craig,thomas72@example.net,2024-05-19,REGULAR
CUST0310,Leslie West,njones@example.org,2025-10-15,REGULAR
CUST0311,Matthew Mcneil,paulturner@example.com,2023-03-28,REGULAR
CUST0312,Michelle Price,tinajackson@example.com,2025-08-14,REGULAR
CUST0313,Sarah Duke,michelle12@example.com,2023-11-18,REGULAR
CUST0314,Carl Cline,sandy63@example.net,2025-12-22,PREMIUM
CUST0315,Susan Moreno,lindabell@example.com,2023-06-05,REGULAR
CUST0316,Austin Medina,dayjesse@example.com,2025-09-29,REGULAR
CUST0317,Crystal Massey,elizabethdavis@example.org,2023-11-24,REGULAR
CUST0318,Cory Brown,donald54@example.com,2022-10-16,REGULAR
CUST0319,Carrie Price,margarethorton@example.com,2023-11-27,REGULAR
CUST0320,Alison Myers,russell28@example.org,2025-07-20,REGULAR
CUST0321,Christopher Garcia,danielle60@example.net,2022-05-05,PREMIUM
CUST0322,Jessica Zamora,kaylavilla@example.net,2022-10-12,REGULAR
CUST0323,Carlos Moore,ohoffman@example.com,2023-06-18,REGULAR
CUST0324,Robin Green,higginsmelissa@example.com,2025-08-16,PREMIUM
CUST0325,Maria Hughes,herrerabethany@example.net,2024-03-07,REGULAR
CUST0326,Jesse Mitchell,masonmichael@example.net,2022-01-22,REGULAR
CUST0327,Tonya Martin,dawn53@example.net,2025-09-04,VIP
CUST0328,Dr. Nathaniel Reese,omaldonado@example.org,2025-01-26,REGULAR
CUST0329,Christopher Wolf,chines@example.com,2024-09-09,REGULAR
CUST0330,Ricardo Daniels,ylopez@example.com,2023-04-12,REGULAR
CUST0331,Christina Henderson,chad67@example.net,2024-05-25,REGULAR
CUST0332,Juan Brown,nicholaswilson@example.org,2022-03-03,REGULAR
CUST0333,Darren Castro,michael38@example.org,2023-05-06,PREMIUM
CUST0334,Christine Allen,thomassherman@example.net,2022-08-08,REGULAR
CUST0335,Terry Munoz,catherine91@example.org,2025-04-10,PREMIUM
CUST0336,Jaime Quinn,davidhardy@example.org,2023-08-03,PREMIUM
CUST0337,Chase Nguyen,grace64@example.net,2023-10-08,PREMIUM
CUST0338,Mrs. Cynthia Smith MD,pferguson@example.org,2024-10-15,REGULAR
CUST0339,Tina Tran,martinezdaniel@example.org,2024-01-25,PREMIUM
CUST0340,Kevin Flores,william60@example.net,2022-07-28,REGULAR
CUST0341,Melissa Jones,rebecca99@example.org,2023-04-20,REGULAR
CUST0342,Ann Roberts,bobby96@example.net,2024-12-28,REGULAR
CUST0343,Crystal Buck,johnsondustin@example.net,2022-07-23,REGULAR
CUST0344,Justin Stevens,sanchezdonald@example.com,2022-02-05,REGULAR
CUST0345,Brandy Hughes,kingphillip@example.org,2022-11-20,PREMIUM
CUST0346,Jared Hester,jamesmatthew@example.org,2022-12-22,REGULAR
CUST0347,Brian Hall,danielmendez@example.org,2024-12-18,REGULAR
CUST0348,Anne Jackson,theresa82@example.com,2022-01-05,PREMIUM
CUST0349,Tyler Leonard,craig62@example.org,2025-02-14,PREMIUM
CUST0350,Kayla White,matthewwoods@example.org,2022-12-01,REGULAR
CUST0351,Stephanie Ruiz,rschneider@example.org,2024-01-15,REGULAR
CUST0352,Christopher Carroll,sextondouglas@example.org,2025-03-09,PREMIUM
CUST0353,Rachel Robles,uprice@example.com,2022-09-20,PREMIUM
CUST0354,Calvin Allen,lisawilkins@example.org,2022-12-10,REGULAR
CUST0355,Garrett Bowman MD,jason77@example.org,2022-06-20,REGULAR
CUST0356,Kathleen Austin,racheljohnston@example.com,2023-11-27,VIP
CUST0357,Courtney Harris,saraorozco@example.net,2024-04-06,PREMIUM
CUST0358,Tara Stevenson,brenda12@example.com,2022-05-30,PREMIUM
CUST0359,Carol Davis,david74@example.org,2024-07-14,PREMIUM
CUST0360,Andrew Mooney,jordancourtney@example.com,2024-03-20,PREMIUM
CUST0361,Jessica Bray,morenoantonio@example.com,2024-04-10,VIP
CUST0362,Adam Nielsen,rodriguezsonya@example.org,2024-12-30,REGULAR
CUST0363,Holly Salas,ruben90@example.org,2023-01-31,REGULAR
CUST0364,Maurice Jackson,hickspaul@example.net,2023-12-06,PREMIUM
CUST0365,John Mckee,kellybrandon@example.net,2022-04-26,REGULAR
CUST0366,Suzanne Hughes,onealsamuel@example.org,2023-03-24,REGULAR
CUST0367,Brett Clark,bobtucker@example.org,2024-11-16,REGULAR
CUST0368,Frances Reynolds,ofox@example.com,2024-08-10,PREMIUM
CUST0369,Brian Haney,lindsayedwards@example.org,2025-11-21,REGULAR
CUST0370,Kristina Steele,joycebowman@example.com,2022-11-12,REGULAR
CUST0371,Lauren White,joshua38@example.com,2022-07-08,REGULAR
CUST0372,Eric Campbell,ricewilliam@example.com,2024-05-28,PREMIUM
CUST0373,Sandra Moore,zpotter@example.org,2025-09-16,REGULAR
